Credit Amount,Duration of Credit (month),Age (years),Creditability,No of dependents,Telephone,Foreign Worker,Sex & Marital Status,Account Balance,Payment Status of Previous Credit,Purpose,Value Savings/Stocks,Length of current employment,Instalment percent,Guarantors,Duration in Current address,Most valuable available asset,Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation
884,18,36,0,0,1,1,male- single,no balance or debit,paid back previous credits at this bank,other,no savings,more than 7 years,less than 20,none,greater than 7,savings,no running credits,owner-occupied flat,one,skilled
1246,24,23,0,1,0,1,male- single,no balance or debit,no previous credits,other,no savings,less than one year,less than 20,none,1 to 4,no assets,other banks,owner-occupied flat,one,unskilled
8086,36,42,0,1,1,1,male- single,no balance or debit,no problems with current credits at this bank,other,less than 100,more than 7 years,25 and 35,none,greater than 7,savings,department stores,owner-occupied flat,six or more,executive
10127,48,44,0,1,0,1,male- single,greater than $200,paid back previous credits at this bank,other,100 to 500,1 to 4 years,25 and 35,none,1 to 4,house/land,no running credits,rented flat,one,skilled
888,12,41,0,0,0,1,male- single,no balance or debit,no previous credits,other,no savings,more than 7 years,less than 20,none,greater than 7,savings,other banks,owner-occupied flat,one,unskilled
719,12,41,0,0,0,1,male- single,greater than $200,no previous credits,repair,no savings,more than 7 years,less than 20,none,greater than 7,savings,other banks,owner-occupied flat,one,unskilled
12389,36,37,0,1,1,1,male- single,no balance or debit,no previous credits,other,greater than 1000,1 to 4 years,greater than 35,none,greater than 7,house/land,other banks,rented flat,one,skilled
709,12,57,0,1,0,1,male- single,no running account,no previous credits,items of furniture,no savings,more than 7 years,less than 20,none,greater than 7,no assets,no running credits,owner-occupied flat,one,unskilled
6850,15,34,0,0,1,1,male- single,no balance or debit,problematic running account,other,less than 100,unemployed,greater than 35,none,1 to 4,car/other,department stores,owner-occupied flat,one,executive
2210,10,25,0,1,0,1,male- single,greater than $200,no previous credits,used car,no savings,1 to 4 years,25 and 35,none,1 to 4,no assets,no running credits,free apartment,one,unskilled
7485,30,53,0,1,1,1,male- single,greater than $200,problematic running account,new car,greater than 1000,unemployed,less than 20,none,less than 1,no assets,other banks,owner-occupied flat,one,executive
1442,18,32,0,0,0,1,male- single,no running account,problematic running account,other,no savings,4  to 7 years,less than 20,none,greater than 7,house/land,other banks,rented flat,two or three,unskilled
797,12,33,0,0,0,1,male- single,greater than $200,paid back previous credits at this bank,items of furniture,greater than 1000,more than 7 years,less than 20,none,4 to 7,car/other,no running credits,owner-occupied flat,one,unskilled
4746,45,24,0,1,0,1,male- single,no balance or debit,paid back previous credits at this bank,items of furniture,no savings,less than one year,less than 20,none,1 to 4,car/other,other banks,owner-occupied flat,two or three,unskilled
939,12,28,0,1,1,1,female,Less than $200,paid back previous credits at this bank,other,100 to 500,4  to 7 years,less than 20,none,1 to 4,no assets,no running credits,owner-occupied flat,four or five,skilled
1188,21,39,0,0,0,1,male- single,no balance or debit,no previous credits,retraining,no savings,more than 7 years,25 and 35,none,greater than 7,car/other,no running credits,owner-occupied flat,one,skilled
11590,48,24,0,1,0,1,male- single,greater than $200,paid back previous credits at this bank,new car,less than 100,1 to 4 years,25 and 35,none,greater than 7,savings,no running credits,free apartment,two or three,unskilled
609,12,26,0,1,0,1,male- single,Less than $200,problematic running account,retraining,no savings,less than one year,less than 20,none,less than 1,no assets,other banks,owner-occupied flat,one,unemployed
1190,18,55,0,0,0,1,male- single,no running account,paid back previous credits at this bank,household appliances,no savings,unemployed,25 and 35,none,greater than 7,house/land,no running credits,rented flat,four or five,unemployed
2767,21,61,0,1,0,1,male- divorced / living apart,no balance or debit,no previous credits,retraining,less than 100,more than 7 years,less than 20,none,1 to 4,savings,no running credits,free apartment,two or three,unskilled
3441,30,21,0,1,0,1,male- single,no balance or debit,no previous credits,used car,less than 100,1 to 4 years,25 and 35,co-applicant,greater than 7,savings,other banks,free apartment,one,skilled
4280,30,26,0,1,0,1,male- single,no balance or debit,hesitant payment of previous credits,retraining,less than 100,1 to 4 years,less than 20,none,greater than 7,savings,no running credits,free apartment,two or three,unskilled
3092,24,22,0,1,1,1,female,no balance or debit,no previous credits,items of furniture,less than 100,less than one year,20 and 25,none,1 to 4,savings,no running credits,free apartment,one,skilled
6761,18,68,0,1,0,1,male- single,greater than $200,no previous credits,other,greater than 1000,1 to 4 years,25 and 35,none,greater than 7,savings,department stores,free apartment,two or three,skilled
1331,12,22,0,1,0,1,male- single,no balance or debit,no previous credits,items of furniture,no savings,less than one year,25 and 35,none,less than 1,savings,no running credits,owner-occupied flat,one,skilled
15945,54,58,0,1,1,1,male- single,no balance or debit,hesitant payment of previous credits,retraining,no savings,less than one year,20 and 25,none,greater than 7,house/land,no running credits,free apartment,one,skilled
3234,24,23,0,1,1,1,male- single,no running account,no previous credits,used car,no savings,less than one year,less than 20,none,greater than 7,no assets,no running credits,free apartment,one,unskilled
802,15,37,0,0,0,1,male- single,no balance or debit,no previous credits,items of furniture,no savings,more than 7 years,less than 20,none,4 to 7,savings,no running credits,owner-occupied flat,one,skilled
9960,48,26,0,1,1,1,male- single,no balance or debit,no previous credits,used car,no savings,less than one year,greater than 35,none,1 to 4,savings,other banks,owner-occupied flat,one,skilled
8648,24,27,0,1,1,1,male- single,greater than $200,no problems with current credits at this bank,retraining,no savings,less than one year,25 and 35,none,1 to 4,savings,other banks,owner-occupied flat,two or three,skilled
1345,18,26,0,1,0,1,female,no running account,no previous credits,items of furniture,no savings,1 to 4 years,less than 20,none,4 to 7,no assets,no running credits,owner-occupied flat,one,skilled
1845,45,23,0,1,1,1,male- single,no running account,no previous credits,items of furniture,no savings,1 to 4 years,less than 20,none,greater than 7,house/land,no running credits,rented flat,one,skilled
1647,21,40,0,0,0,1,male- single,no running account,problematic running account,other,greater than 1000,1 to 4 years,less than 20,none,1 to 4,car/other,other banks,owner-occupied flat,two or three,unskilled
4844,48,33,0,1,1,1,male- single,greater than $200,no previous credits,retraining,no savings,unemployed,20 and 25,none,1 to 4,savings,no running credits,free apartment,one,executive
8318,27,42,0,1,1,1,male- single,no balance or debit,hesitant payment of previous credits,retraining,no savings,more than 7 years,25 and 35,none,greater than 7,house/land,department stores,rented flat,two or three,executive
2100,18,37,0,1,0,1,male- single,Less than $200,no previous credits,items of furniture,no savings,1 to 4 years,less than 20,co-applicant,1 to 4,no assets,no running credits,owner-occupied flat,one,skilled
11816,45,29,0,1,0,1,male- single,no running account,hesitant payment of previous credits,retraining,no savings,more than 7 years,25 and 35,none,greater than 7,savings,no running credits,free apartment,two or three,skilled
448,6,23,0,1,0,1,male- single,no running account,no previous credits,repair,no savings,less than one year,less than 20,none,greater than 7,car/other,no running credits,owner-occupied flat,one,skilled
11998,30,34,0,1,1,1,male- divorced / living apart,no running account,no previous credits,household appliances,no savings,less than one year,greater than 35,none,less than 1,house/land,other banks,owner-occupied flat,one,unskilled
18424,48,32,0,1,1,0,male- single,no balance or debit,hesitant payment of previous credits,new carother,no savings,1 to 4 years,greater than 35,none,1 to 4,car/other,other banks,owner-occupied flat,one,executive
14896,6,68,0,1,1,1,male- single,no running account,no previous credits,other,no savings,more than 7 years,greater than 35,none,greater than 7,house/land,other banks,owner-occupied flat,one,executive
2762,12,25,0,1,1,1,male- single,no balance or debit,no previous credits,used car,greater than 1000,more than 7 years,greater than 35,none,1 to 4,car/other,no running credits,owner-occupied flat,one,skilled
3386,12,35,0,1,1,1,male- single,no running account,no previous credits,new car,no savings,more than 7 years,20 and 25,none,greater than 7,house/land,no running credits,rented flat,one,skilled
2039,24,22,0,1,1,1,female,no balance or debit,no previous credits,items of furniture,no savings,less than one year,greater than 35,none,less than 1,car/other,no running credits,owner-occupied flat,one,skilled
2169,18,28,0,1,1,1,female,greater than $200,no problems with current credits at this bank,retraining,no savings,1 to 4 years,less than 20,none,1 to 4,savings,no running credits,owner-occupied flat,one,skilled
5096,48,30,0,1,1,1,male- single,no balance or debit,paid back previous credits at this bank,used car,no savings,1 to 4 years,25 and 35,none,4 to 7,savings,no running credits,owner-occupied flat,one,executive
1882,18,25,0,1,0,1,male- single,no running account,no previous credits,items of furniture,no savings,1 to 4 years,less than 20,none,greater than 7,savings,other banks,free apartment,two or three,skilled
6999,48,34,0,1,1,1,female,no running account,no previous credits,items of furniture,no savings,4  to 7 years,greater than 35,guarantor,less than 1,no assets,no running credits,owner-occupied flat,two or three,skilled
2292,12,42,0,1,1,1,male- single,greater than $200,paid back previous credits at this bank,retraining,no savings,unemployed,less than 20,none,1 to 4,savings,department stores,owner-occupied flat,two or three,executive
8978,14,45,0,1,1,0,male- divorced / living apart,no running account,no previous credits,other,no savings,more than 7 years,greater than 35,none,greater than 7,car/other,no running credits,owner-occupied flat,one,executive
674,12,20,0,1,0,1,female,no running account,no previous credits,items of furniture,less than 100,4  to 7 years,less than 20,none,less than 1,car/other,no running credits,owner-occupied flat,one,skilled
